Manufacturer,Model,Component ID,Location,System,Part Number,Serial Number,IP Address,Summarize,Optional,Category,Subcategory,Short Description,Long Description,Accounting Estimate Number,Accounting Item Name,Vendor,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Wire Length,Head End,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Order Status,Order Number,Ordered Date,Received Date,Installed,Installed Date,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12,Custom Field 13,Custom Field 14
Wire and Cable,14-Feb,SPE-009,2nd Floor\Ensuite,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'009,2nd Floor\Ensuite,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,TSW-1050-W-S,TOU-011,Mn Floor\Great Room,User Interfaces,,,,FALSE,FALSE,Control Systems,Touchpanel,"10.1 Touch Screen with SIP intercom Capabilities, White Smooth",,,,,164.34,257.3,51.56,0,FALSE,0,0,0,0,0,,FALSE,0,,,,LAN POE,DATA/PWR,LAN POE,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Miscellaneous,LVS1,ROU-011,Mn Floor\Great Room,User Interfaces,LVS1,,,FALSE,FALSE,Miscellaneous,Rough in,1 Gang Screw Mud Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-011,Mn Floor\Great Room,User Interfaces,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Crestron Programming - 3,PRO-016,Mn Floor\Great Room,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,TSW-1050-W-S,TOU-012,2nd Floor\Elders Room,User Interfaces,,,,FALSE,FALSE,Control Systems,Touchpanel,"10.1 Touch Screen with SIP intercom Capabilities, White Smooth",,,,,164.34,257.3,51.56,0,FALSE,0,0,0,0,0,,FALSE,0,,,,LAN POE,DATA/PWR,LAN POE,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Miscellaneous,LVS1,ROU-012,2nd Floor\Elders Room,User Interfaces,LVS1,,,FALSE,FALSE,Miscellaneous,Rough in,1 Gang Screw Mud Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-012,2nd Floor\Elders Room,User Interfaces,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Crestron Programming - 3,PRO-017,2nd Floor\Elders Room,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,TSW-1050-W-S,TOU-013,3rd Floor\Tea Room,User Interfaces,,,,FALSE,FALSE,Control Systems,Touchpanel,"10.1 Touch Screen with SIP intercom Capabilities, White Smooth",,,,,164.34,257.3,51.56,0,FALSE,0,0,0,0,0,,FALSE,0,,,,LAN POE,DATA/PWR,LAN POE,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Miscellaneous,LVS1,ROU-013,3rd Floor\Tea Room,User Interfaces,LVS1,,,FALSE,FALSE,Miscellaneous,Rough in,1 Gang Screw Mud Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-013,3rd Floor\Tea Room,User Interfaces,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Crestron Programming - 3,PRO-018,3rd Floor\Tea Room,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,TSW-1050-W-S,TOU-014,Bsmt\Housekeeper Rm,User Interfaces,,,,FALSE,FALSE,Control Systems,Touchpanel,"10.1 Touch Screen with SIP intercom Capabilities, White Smooth",,,,,164.34,257.3,51.56,0,FALSE,0,0,0,0,0,,FALSE,0,,,,LAN POE,DATA/PWR,LAN POE,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Miscellaneous,LVS1,ROU-014,Bsmt\Housekeeper Rm,User Interfaces,LVS1,,,FALSE,FALSE,Miscellaneous,Rough in,1 Gang Screw Mud Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-014,Bsmt\Housekeeper Rm,User Interfaces,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Crestron Programming - 3,PRO-019,Bsmt\Housekeeper Rm,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,UFO-WPR-3ER,REM-001,Bsmt\Pool,User Interfaces,,,,FALSE,FALSE,Control Systems,Remote,"Waterproof Wireless LCD Remote, Blue",,,,,33.02,130.81,130.81,0.25,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
OTA,Crestron Programming - 3,PRO-020,Bsmt\Pool,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,UFO-WPR-3ER,REM-002,Bsmt\Sauna,User Interfaces,,,,FALSE,FALSE,Control Systems,Remote,"Waterproof Wireless LCD Remote, Blue",,,,,33.02,130.81,130.81,0.25,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
OTA,Crestron Programming - 3,PRO-021,Bsmt\Sauna,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,TSW-1050-W-S,TOU-015,Bsmt\Fam Living Area,User Interfaces,,,,FALSE,FALSE,Control Systems,Touchpanel,"10.1 Touch Screen with SIP intercom Capabilities, White Smooth",,,,,164.34,257.3,51.56,0,FALSE,0,0,0,0,0,,FALSE,0,,,,LAN POE,DATA/PWR,LAN POE,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Miscellaneous,LVS1,ROU-015,Bsmt\Fam Living Area,User Interfaces,LVS1,,,FALSE,FALSE,Miscellaneous,Rough in,1 Gang Screw Mud Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-015,Bsmt\Fam Living Area,User Interfaces,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Crestron Programming - 3,PRO-022,Bsmt\Fam Living Area,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,TSW-750-W-S,TOU-016,2nd Floor\Mstr Bedroom,User Interfaces,,,,FALSE,FALSE,Control Systems,Touchpanel,"7 Touch Screen With SIP Intercom Capabilities, White Smooth",,,,,120.4,192.79,51.56,0.4,FALSE,0,0,0,0,0,,FALSE,0,,,,RJ45,DATA,LAN POE,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Miscellaneous,LVS1,ROU-016,2nd Floor\Mstr Bedroom,User Interfaces,LVS1,,,FALSE,FALSE,Miscellaneous,Rough in,1 Gang Screw Mud Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-016,2nd Floor\Mstr Bedroom,User Interfaces,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Crestron Programming - 3,PRO-023,2nd Floor\Mstr Bedroom,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,XPANEL,INT-001,Mn Floor\Office,User Interfaces,,,,FALSE,FALSE,Control Systems,Interface,Computer Interface For Crestron Control,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Crestron,Apple Ipad interface,'053,Mn Floor,User Interfaces,,,,FALSE,FALSE,Interfaces,,"Apple iPad Interface - Programming and Setup Only - Customer Needs To Pruchase From Itunes
http://www.Crestron.Com/products/crestron_mobile_apps/",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
OTA,Crestron Programming - 1,PRO-024,Mn Floor,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,Apple Ipad interface,'054,Mn Floor,User Interfaces,,,,FALSE,FALSE,Interfaces,,"Apple iPad Interface - Programming and Setup Only - Customer Needs To Pruchase From Itunes
http://www.Crestron.Com/products/crestron_mobile_apps/",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
OTA,Crestron Programming - 1,PRO-025,Mn Floor,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,Apple Iphone Interface,'055,Mn Floor,User Interfaces,,,,FALSE,FALSE,Interfaces,,"Apple iPhone Interface - Programming and Setup Only - Customer Needs To Pruchase From Itunes
http://www.Crestron.Com/products/crestron_mobile_apps/",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
OTA,Crestron Programming - 1,PRO-026,Mn Floor,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,Apple Iphone Interface,'056,Mn Floor,User Interfaces,,,,FALSE,FALSE,Interfaces,,"Apple iPhone Interface - Programming and Setup Only - Customer Needs To Pruchase From Itunes
http://www.Crestron.Com/products/crestron_mobile_apps/",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
OTA,Crestron Programming - 1,PRO-027,Mn Floor,User Interfaces,,,,FALSE,FALSE,Labor,Programming,Crestron Programming,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,SAMPLE,,0,0,0,,,,,,
Crestron,ESSENCE_IW8-W-T,IN--049,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Wall,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-wall loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IW800,ACC-052,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,8'' inwall speaker rough in bracket - each,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-064,Mn Floor\Great Room,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'057,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--010,2nd Floor\Ensuite,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-010,2nd Floor\Ensuite,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-010,2nd Floor\Ensuite,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'010,2nd Floor\Ensuite,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IW8-W-T,IN--050,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Wall,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-wall loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IW800,ACC-053,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,8'' inwall speaker rough in bracket - each,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-065,Mn Floor\Great Room,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'058,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IW8-W-T,IN--051,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Wall,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-wall loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IW800,ACC-054,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,8'' inwall speaker rough in bracket - each,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-066,Mn Floor\Great Room,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'059,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IW8-W-T,IN--052,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Wall,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-wall loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IW800,ACC-055,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,8'' inwall speaker rough in bracket - each,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-067,Mn Floor\Great Room,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'060,Mn Floor\Great Room,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,LVN1,ACC-056,Mn Floor\Great Room,10G Networking,,,,FALSE,FALSE,Accessories,Accessory,Single Gang Nail On Contruction Low Voltage Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,1PORT - 41641-00W,QUI-001,Mn Floor\Great Room,10G Networking,,,,FALSE,FALSE,Quickport,QuickPort,"1 Port Decora Wall Plate, White",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,6ASHD-S6A,CAT-017,Mn Floor\Great Room,10G Networking,,,,FALSE,FALSE,Quickport,Cat6A STP,"Shielded Cat 6A snap-in jack, T568 A/B 110 termination.",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,Cat6A-STP,CAT-018,Mn Floor\Great Room,10G Networking,,,,FALSE,FALSE,Wire and Cable,Cat6A,Cat6A-STP - 10G bulk network cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,LVN1,ACC-057,Mn Floor\Office,10G Networking,,,,FALSE,FALSE,Accessories,Accessory,Single Gang Nail On Contruction Low Voltage Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,1PORT - 41641-00W,QUI-002,Mn Floor\Office,10G Networking,,,,FALSE,FALSE,Quickport,QuickPort,"1 Port Decora Wall Plate, White",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,6ASHD-S6A,CAT-019,Mn Floor\Office,10G Networking,,,,FALSE,FALSE,Quickport,Cat6A STP,"Shielded Cat 6A snap-in jack, T568 A/B 110 termination.",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,Cat6A-STP,CAT-020,Mn Floor\Office,10G Networking,,,,FALSE,FALSE,Wire and Cable,Cat6A,Cat6A-STP - 10G bulk network cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,LVN1,ACC-058,Mn Floor\Printer Room,10G Networking,,,,FALSE,FALSE,Accessories,Accessory,Single Gang Nail On Contruction Low Voltage Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,1PORT - 41641-00W,QUI-003,Mn Floor\Printer Room,10G Networking,,,,FALSE,FALSE,Quickport,QuickPort,"1 Port Decora Wall Plate, White",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,6ASHD-S6A,CAT-021,Mn Floor\Printer Room,10G Networking,,,,FALSE,FALSE,Quickport,Cat6A STP,"Shielded Cat 6A snap-in jack, T568 A/B 110 termination.",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,Cat6A-STP,CAT-022,Mn Floor\Printer Room,10G Networking,,,,FALSE,FALSE,Wire and Cable,Cat6A,Cat6A-STP - 10G bulk network cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,LVN1,ACC-059,2nd Floor\Mstr Comp Rm,10G Networking,,,,FALSE,FALSE,Accessories,Accessory,Single Gang Nail On Contruction Low Voltage Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,1PORT - 41641-00W,QUI-004,2nd Floor\Mstr Comp Rm,10G Networking,,,,FALSE,FALSE,Quickport,QuickPort,"1 Port Decora Wall Plate, White",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,6ASHD-S6A,CAT-023,2nd Floor\Mstr Comp Rm,10G Networking,,,,FALSE,FALSE,Quickport,Cat6A STP,"Shielded Cat 6A snap-in jack, T568 A/B 110 termination.",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,Cat6A-STP,CAT-024,2nd Floor\Mstr Comp Rm,10G Networking,,,,FALSE,FALSE,Wire and Cable,Cat6A,Cat6A-STP - 10G bulk network cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,LVN1,ACC-060,Bsmt\Theater,10G Networking,,,,FALSE,FALSE,Accessories,Accessory,Single Gang Nail On Contruction Low Voltage Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,1PORT - 41641-00W,QUI-005,Bsmt\Theater,10G Networking,,,,FALSE,FALSE,Quickport,QuickPort,"1 Port Decora Wall Plate, White",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,6ASHD-S6A,CAT-025,Bsmt\Theater,10G Networking,,,,FALSE,FALSE,Quickport,Cat6A STP,"Shielded Cat 6A snap-in jack, T568 A/B 110 termination.",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,Cat6A-STP,CAT-026,Bsmt\Theater,10G Networking,,,,FALSE,FALSE,Wire and Cable,Cat6A,Cat6A-STP - 10G bulk network cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--011,2nd Floor\Elders Room,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-011,2nd Floor\Elders Room,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-011,2nd Floor\Elders Room,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
