Manufacturer,Model,Component ID,Location,System,Part Number,Serial Number,IP Address,Summarize,Optional,Category,Subcategory,Short Description,Long Description,Accounting Estimate Number,Accounting Item Name,Vendor,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Wire Length,Head End,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Order Status,Order Number,Ordered Date,Received Date,Installed,Installed Date,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12,Custom Field 13,Custom Field 14
Speaker,"Level 2 - Outdoor, Stereo, In Soffit",CEI-003,Bsmt\Sauna,Distributed Audio,ES-AW300-ICDVC-6,,,TRUE,FALSE,Speakers,Ceiling,"Level 2 - 6-1/2'' Polypropylene Cone, Nomex Spider & High Temp Voice Coil,  200w Pk, in soffit, All Weather Speaker, Standard Bezel (ea)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,16-Apr,SPE-055,Bsmt\Sauna,Distributed Audio,PCS- SWIHS16-04-white-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
SnapAV,ES-BRKT-IC-6,ACC-047,Bsmt\Sauna,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessories,In Ceiling Roughin bracket for 6 1/2'' Episode Speakers (ea),,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Miscellaneous,SPKR VAPOR PAN - BLUE,BAC-003,Bsmt\Sauna,Distributed Audio,,,,FALSE,FALSE,Accessories,Back Box,Blue Speaker Vapour Pan,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
OTA,Installation - 1,'047,Bsmt\Sauna,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-001,Mn Floor\W. Kitchen,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-002,Mn Floor\W. Kitchen,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--006,Mn Floor\Office,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-006,Mn Floor\Office,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-006,Mn Floor\Office,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'006,Mn Floor\Office,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-003,Mn Floor\Dining Room,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-004,Mn Floor\Dining Room,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-005,Mn Floor\Office,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-006,Mn Floor\Office,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-007,Bsmt\Housekeeper Rm,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-008,Bsmt\Housekeeper Rm,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-009,Bsmt\Guest Bedroom,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-010,Bsmt\Guest Bedroom,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-011,Bsmt\Bar,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-012,Bsmt\Bar,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-013,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-014,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-015,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-016,Mn Floor\Library,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-017,Bsmt\Exercise Area,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-018,Bsmt\Exercise Area,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-019,Bsmt\Exercise Area,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-020,Bsmt\Exercise Area,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-021,Bsmt\Fam Living Area,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-022,Bsmt\Fam Living Area,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-023,Bsmt\Fam Living Area,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-024,Bsmt\Fam Living Area,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-025,Mn Floor\C. Kitchen,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--045,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-048,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-056,Mn Floor\Mn Floor Hallways,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'048,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--046,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-049,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-057,Mn Floor\Mn Floor Hallways,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'049,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--047,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-050,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-058,Mn Floor\Mn Floor Hallways,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'050,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--048,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-051,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-059,Mn Floor\Mn Floor Hallways,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'051,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Cascade Audio Engineering,SB-EB-14149,INC-026,Mn Floor\Mn Floor Hallways,Distributed Audio,,,,FALSE,FALSE,Back Boxes,Inceiling,"1'' Thick Compressed Cotton Speaker Back Box (each)
- Better Speaker Performance - Absorption Combined With Stc Value
- Effective Acoustic Barrier For Adjacent Rooms, High Stc",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--007,2nd Floor\Mstr Bedroom,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-007,2nd Floor\Mstr Bedroom,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-007,2nd Floor\Mstr Bedroom,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'007,2nd Floor\Mstr Bedroom,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
